dataset,keyset,claim_type,method,feature,expected_sign,n_users_complete,n_users_nonzero,all_zero_fraction,coef_full,bootstrap_median,ci_low,ci_high,ci_excludes_zero,matches_expected_sign,coef_nonzero_users,nonzero_same_sign,rho_raw,rho_centered
sam,1,expected,fpmc,transition_strength,1,3678,2454,0.33278955954323,0.020806159465928363,0.020718576914726065,0.00490179232060489,0.03553150609559074,True,True,0.025711284135821896,True,-0.09033965634152037,0.02229887381281968
sam,1,expected,dnntsp,transition_strength,1,3678,2454,0.33278955954323,0.005918871010083173,0.006171560838535452,-0.012635060720432077,0.026028385255147682,False,True,0.00785844469803145,True,-0.11307307812238744,-0.03293435597082823
sam,1,expected,triple2vec,relational_strength,1,3678,2454,0.33278955954323,0.00413657261717644,0.003942190925123514,-0.005934751259899525,0.013760723388260846,False,True,0.0032536486677401185,True,-0.09829448500849067,-0.021612076946086075
sam,1,discovery,fpmc,n_baskets,1,3678,2454,0.33278955954323,0.03618532609513807,0.03644147990940022,0.027142460954484467,0.04512826998456398,True,True,0.03738515944351273,True,0.08867590915363859,-0.05596284927415629
sam,1,observed_contrast,fpmc,repeat_rate,-1,3678,2454,0.33278955954323,-0.049484671634409436,-0.04990766337349769,-0.07104457105960539,-0.02929355552899609,True,True,-0.020826797716106134,True,0.35049261230444295,-0.19234350146090926
sam,1,observed_contrast,recency,repeat_rate,-1,3678,2454,0.33278955954323,-0.0970881576983387,-0.09718701474208608,-0.11455604531509193,-0.07948413603949718,True,True,-0.12394160662464157,True,0.3867858106002801,0.0539060747972832
sam,2,expected,frequency,repeat_rate,1,3678,2497,0.32109842305600866,0.030157446745682572,0.029821129307784335,0.01837454799031901,0.04312717500659494,True,True,0.0174980494854563,True,0.4643143961832856,0.28433382703075566
sam,2,expected,tifuknn,repeat_rate,1,3678,2497,0.32109842305600866,0.025698915346977068,0.025369025707533917,0.012123059499026869,0.036812358357497896,True,True,0.015975495664564306,True,0.44684277669086414,0.24129134135699495
sam,2,expected,cbp,repeat_rate,1,3678,2497,0.32109842305600866,0.03631706509037682,0.03656319581268244,0.025166371652418917,0.047040673642475724,True,True,0.027729828231775694,True,0.4700962821989529,0.28162536266308175
sam,2,expected,recency,adjacent_basket_jaccard,1,3678,2497,0.32109842305600866,0.039004933921275964,0.03941800006662871,0.027039569678296575,0.052573190208632194,True,True,0.04512805689144782,True,0.4277530213309493,0.14096132868440778
sam,2,expected,fpmc,transition_strength,1,3678,2497,0.32109842305600866,0.02300166024376274,0.02233560396336453,0.006195537426354317,0.038571678512126534,True,True,0.031053036370971995,True,-0.09900215582551257,-0.00259806984397357
sam,2,expected,dnntsp,transition_strength,1,3678,2497,0.32109842305600866,-0.007012394793786469,-0.006569770308978599,-0.022965563697472092,0.009931164844884453,False,False,-0.013878335571037504,True,-0.10054901274802613,-0.004071102607958112
sam,2,expected,triple2vec,relational_strength,1,3678,2497,0.32109842305600866,-0.0007714402958322752,-0.0006981323910593361,-0.009568278976577431,0.009055221912300616,False,False,-0.0026347366605067877,True,-0.08046772539072246,0.0016752406339685588
sam,2,discovery,fpmc,n_baskets,1,3678,2497,0.32109842305600866,0.04290357890753696,0.0434544957000436,0.03506347870586683,0.05103381364476743,True,True,0.043172737951618634,True,0.09780880039562953,-0.036246989783245254
sam,2,observed_contrast,fpmc,repeat_rate,-1,3678,2497,0.32109842305600866,-0.06693439840878644,-0.06753608594547718,-0.08700990002633154,-0.047807994440137745,True,True,-0.04394558708325624,True,0.3670217276977888,-0.1446952886170764
sam,2,observed_contrast,recency,repeat_rate,-1,3678,2497,0.32109842305600866,-0.06001625633494867,-0.06043489130457166,-0.07579649944647886,-0.04274815227592375,True,True,-0.08101809622781944,True,0.3916888203536988,0.07504763210720687
tafeng,0,expected,frequency,repeat_rate,1,2801,1296,0.5373081042484826,0.017298505886427142,0.017392453756171742,0.009383582450744134,0.02475895097185136,True,True,0.029240322330286034,True,0.17581444618749784,0.08862118446581214
tafeng,0,expected,tifuknn,repeat_rate,1,2801,1296,0.5373081042484826,0.018152545058481413,0.01826137974141128,0.008934462334120184,0.0270653806502383,True,True,0.036267701941815694,True,0.23761959379323674,0.13927472405407593
tafeng,0,expected,cbp,repeat_rate,1,2801,1296,0.5373081042484826,0.005538317872490843,0.00540480772777157,-0.003525244126274326,0.014286823841194065,False,True,-0.0007505354834817035,False,0.16590978669037632,0.02807150242162102
tafeng,0,expected,recency,adjacent_basket_jaccard,1,2801,1296,0.5373081042484826,0.014178477391038972,0.01408730373787239,0.005158061521074014,0.02326140107420186,True,True,0.019376840614007757,True,0.16268501938465174,-0.043570320897792135
tafeng,0,expected,fpmc,transition_strength,1,2801,1296,0.5373081042484826,-0.00374292729124848,-0.0035421911530498238,-0.01275017253822703,0.005452824190499844,False,False,0.0014877005248321508,False,-0.07658763385097551,-0.042035894529473095
